id,NPRO,DPRO,TVEH,CORT,REEM,UBIC,STOC,PCUR,PEND,DIFE,FUEN,FUSA,ZDOC,BPCL,PDUM,PDUA,BPNC,CPRO,FAM1,FAMI,NPRV,CADU,VTPR,VT00,VT01,VT02,VT03,VT04,VT05,VT06,VT07,VT08,VT09,VT10,VT11,VT12,VT13,VT14,VT15,VT16,VT17,VT18,VT19,VT20,VT21,VT22,VT23,VT24
8181,7703087072,ESTOPERA PUNTA E. 75,,1121,,110905,3,0,0,0,1996-10-23,1996-10-23,,5026.00,467.21,209.09,3016.00,SS8,,971,11,493,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8182,7703087077,ESTOPERA DE EJE   75,,1121,,40605,4,0,0,0,1998-07-07,1998-08-28,,4113.00,925.58,388.31,2468.00,,,971,11,493,2.04,0,0,0,0,5,0,4,0,3,2,0,7,2,0,0,3,3,6,2,4,5,3,0,0,0
8183,7703087079,ESTOPERA TAPA CADE41,,1121,,30905,2,0,0,0,1997-10-27,1997-10-31,,10298.00,2440.20,1092.05,6179.00,SS8,,971,11,493,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
8184,7703087084,RETEN             75,,1121,,10706,2,0,0,0,1998-08-03,1998-05-21,,10298.00,2502.24,1195.93,6179.00,,,971,11,493,0.29,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0
8185,7703087085,ESTOPERA ARBOL EM 41,,1121,,,0,0,0,0,0000-00-00,0000-00-00,,5473.00,0.00,0.00,3284.00,,,971,11,493,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8186,7703087087,ESTOPERA CAJA AUT 56,,1121,,30803,22,0,0,0,1998-06-08,1998-03-17,,8754.00,2045.28,803.97,5252.00,SS8,,971,11,493,1.50,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,1,5,0,6,8,0,4,0,0,0
8187,7703087090,ESTOPERA          T4,,1121,,80803,3,0,0,0,1997-09-29,1998-06-21,,8773.00,1753.66,784.80,5264.00,,,971,11,,0.58,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0
8188,7703087093,ESTOPERA          T4,,1111,,50206,3,0,0,0,1998-08-03,1998-07-13,,7318.00,1937.49,815.52,4757.00,,,971,11,493,0.42,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0
8189,7703087104,ESTOPERA ARBOL L4796,,1121,,50704,1,0,0,0,1998-06-08,1998-09-10,,8754.00,2180.23,884.85,5252.00,,,971,11,493,1.38,0,0,0,6,1,0,0,1,0,5,0,3,0,0,7,0,0,0,1,8,0,1,0,0,0
8190,7703087106,ESTOPERA LATERAL  TT,,1121,,100907,1,0,0,4,1998-09-10,1998-10-06,,11370.00,2632.90,1519.81,6822.00,,,971,11,493,2.38,0,0,2,4,4,6,2,0,7,2,0,2,0,0,6,0,8,2,0,5,0,0,3,4,0
8191,7703087117,ESTOPERA PIÑON    41,,1111,,1-0304,4,0,0,0,1998-08-03,1998-10-09,,6372.00,1373.61,579.24,4142.00,,,564,11,493,0.92,0,0,1,1,4,0,4,0,1,3,0,0,0,0,0,0,1,2,2,1,0,2,0,0,0
8192,7703087123,ESTOPERA          T4,,1111,,80306,1,0,0,0,1997-09-29,1998-10-28,,9641.00,2293.83,1026.54,6267.00,,,972,11,448,0.63,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0
8193,7703087136,RETENEDOR         T4,,1111,,80203,1,0,0,0,1998-08-03,1998-10-28,,7262.00,1491.60,636.93,4720.00,,,0,11,,0.42,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
8194,7703087140,JUNTA             TT,,1121,,1-0205,2,0,0,0,1996-10-16,1996-10-16,,7884.00,2340.60,1047.47,4730.00,SS8,,971,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8195,7703087142,ESTOPERA CAJA     19,,1181,,100603,15,0,0,0,1997-01-08,1998-10-15,,9505.00,507.50,227.12,1901.00,OO8,,971,11,,0.13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8196,7703087143,JUNTA CAJA        22,,1421,,130203,5,0,0,0,1997-02-13,1998-08-28,,10651.00,2367.99,1059.73,6391.00,,,971,11,157,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
8197,7703087144,JUNTA 45X65X21.5  22,,1421,,40805,5,0,0,0,1997-02-13,1998-08-28,,16390.00,3647.08,1632.16,9834.00,,,971,11,157,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
8198,7703087146,ESTOPERA          73,,1121,,1-0203,32,0,0,0,1998-08-05,1998-09-21,,8754.00,2149.75,2756.13,5252.00,,,971,11,493,1.04,0,0,0,2,2,2,0,4,2,0,0,0,0,5,0,0,0,0,4,0,2,0,2,0,0
8199,7703087148,ESTOP DIFERENCIAL 19,,1621,,100702,1,0,0,2,1998-08-03,1998-10-28,,7313.00,1835.76,789.63,4388.00,NV1,,378,11,448,0.96,0,0,2,0,4,0,0,1,0,4,0,2,0,0,3,2,0,1,0,1,3,0,0,0,0
8200,7703087157,JUNTA 51X65X6.5   22,,1421,,120605,5,0,0,0,1998-07-07,1998-08-12,,5140.00,1223.14,481.60,3084.00,,,971,11,157,1.13,0,0,0,0,1,0,2,0,2,3,2,0,0,1,0,0,4,0,3,0,0,1,2,6,0
8201,7703087160,RETENEDOR         T4,,1111,,60904,2,0,0,0,1998-06-08,1998-10-15,,12718.00,3259.44,1266.21,8267.00,,,0,11,,0.71,0,0,2,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,0,6,0,0,0,0,0
8202,7703087163,BUJE PLASTICO     73,,1121,,20703,16,0,0,0,1998-08-03,1998-09-30,,8547.00,2076.46,870.89,5128.00,,,971,11,661,2.54,0,0,0,2,0,0,5,1,5,4,2,0,0,7,0,0,5,10,2,7,0,0,6,5,0
8203,7703087164,ESTOP EJE SALIDA AR4,,1131,,110807,7,0,0,0,1998-06-08,1996-12-17,,11771.00,5470.28,2325.03,9417.00,,,971,11,,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0
8204,7703087179,ESTOPERA CAJA VEL.21,,1111,,110203,8,0,0,0,1998-07-07,1998-10-28,,5734.00,1543.10,647.24,3727.00,,,564,11,493,2.25,0,0,1,3,4,0,2,3,7,1,1,8,1,0,4,5,2,2,4,3,2,0,0,1,0
8205,7703087188,ESTOPERA          75,,1121,,40504,1,0,0,0,1998-08-03,1998-08-06,,10445.00,2585.32,1096.10,6267.00,,,971,11,493,0.83,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,4,0,0,2,2,0,3,0,0,2
8206,7703087189,ESTOPERA LEVA  63/21,,1121,,110207,46,0,0,0,1998-08-03,1998-10-28,EX 7700719273,5007.00,1164.16,472.27,3004.00,,,971,11,493,11.50,0,0,16,20,10,5,31,0,10,46,0,0,11,5,15,18,8,0,13,24,11,3,17,11,2
8207,7703087190,ESTOPERA CIGUEÑAL 19,,1121,,90804,19,0,0,0,1998-08-03,1998-09-30,EX 7700695940,16416.00,4094.36,1774.11,9850.00,,,971,11,493,2.75,0,0,0,2,0,2,7,2,4,6,0,0,0,0,23,3,4,10,1,1,0,1,0,0,0
8208,7703087191,ESTOPERA ARBOL L  19,,1121,,70906,21,0,0,0,1998-08-03,1998-10-06,,5007.00,1181.30,495.14,3004.00,,,971,11,493,3.50,0,0,2,4,3,0,5,9,2,7,2,5,3,2,8,0,2,12,5,5,2,2,4,0,0
8209,7703087192,JUNTA       B5/19/21,,1121,,100207,22,0,0,0,1998-08-03,1998-10-06,EX7700725410,10445.00,2560.80,1043.11,6267.00,,,508,11,157,2.83,0,0,2,0,7,0,4,3,3,18,0,4,1,4,9,0,8,2,1,2,0,0,0,0,0
8210,7703088015,TOPE DE GOMA      21,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,1447.00,0.00,0.00,941.00,,,996,11,637,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,7703088052,TOPE DE GOMA      21,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,851.00,0.00,0.00,553.00,,,42,11,637,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,7703088055,TOPE CAPOT        73,,1111,,30806,2,0,0,0,1998-09-10,1998-10-06,,3992.00,937.83,541.35,2595.00,,,597,11,637,0.63,0,0,2,0,0,0,4,0,0,0,0,1,1,0,0,2,0,0,0,0,4,0,1,0,0
8213,7703088069,TOPE DE GOMA      21,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,1766.00,0.00,0.00,1148.00,,,995,11,637,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8214,7703088070,TOPE DE GOMA      21,21,1171,,1-0106,7,0,0,0,1998-10-31,1998-01-12,,3244.00,608.55,272.34,973.00,OO8,,995,11,637,0.13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,7703088076,OBTURADOR VARILLA 19,,1111,,130906,9,0,0,0,0000-00-00,0000-00-00,,1096.00,0.00,0.00,712.00,,,323,11,259,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8216,7703088080,OBTURADOR GOMA    19,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,596.00,0.00,0.00,387.00,,,996,11,637,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8217,7703088087,REJILLA CORNETA   B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,2507.00,0.00,0.00,1630.00,,,998,11,169,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218,7703088089,OBTURADOR CAPOT.  B5,,1111,,80905,4,0,0,0,1998-09-10,1998-09-23,,8096.00,2242.63,1294.53,5262.00,,,597,11,325,0.08,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8219,7703090040,ROLINERA CAJA VE. 75,,1611,,,0,0,0,0,0000-00-00,0000-00-00,,13450.00,0.00,0.00,8742.00,,,993,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8220,7703090042,ROLINERA CAJA VEL 75,,1611,,,0,0,0,0,0000-00-00,0000-00-00,,7325.00,0.00,0.00,4761.00,,,993,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8221,7703090050,RODAMIENTO        21,,1151,,50706,1,0,0,0,1997-12-10,1998-10-28,,33259.00,8735.47,4663.26,16629.00,OO8,,972,11,448,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
8222,7703090054,ROLINERA CAJA     75,,1121,,,0,0,0,0,0000-00-00,0000-00-00,,107743.00,0.00,0.00,64646.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8223,7703090094,ROLINERA EXTER.   47,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,16668.00,0.00,0.00,10001.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8224,7703090095,ROLINERA DE CAJA 75,,1121,,50708,1,0,0,0,1998-06-08,1998-02-27,,67501.00,15973.94,6205.48,40501.00,,,,11,,0.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8225,7703090115,ROLINERA VOLAN 41/21,,1611,,130903,3,0,0,0,0000-00-00,0000-00-00,,12744.00,1986.06,888.81,8284.00,NV2,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8226,7703090159,ROLINERA / CAJA   47,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,30403.00,0.00,0.00,18242.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8227,7703090185,RUEDA LIBRE       75,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,95225.00,0.00,0.00,61896.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8228,7703090199,ROLINERA PUNT EJE 75,,1671,,40304,3,0,0,0,1998-10-19,1998-10-19,,108465.00,16863.60,7546.87,32539.00,OO8,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8229,7703090207,ROLINERA TORRE FIJ75,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,45125.00,0.00,0.00,27075.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8230,7703090208,ROLINERAS         75,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,27942.00,0.00,0.00,16765.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8231,7703090211,ROLINERA PTA.EJE  41,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,27186.00,0.00,0.00,16312.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8232,7703090215,ROLINERA       41/73,,1621,,150406,1,0,0,2,1997-05-02,1998-09-15,,1296.00,296.09,132.51,778.00,NV2,,841,11,448,0.42,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
8233,7703090216,RODAMIENTO        T4,,1151,,60506,1,0,0,0,1998-03-03,1998-10-28,,33137.00,9371.92,4016.66,16568.00,OO8,,972,11,448,0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8234,7703090220,ROLINERA          T4,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,12243.00,0.00,0.00,7958.00,,,972,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8235,7703090243,ROLINERA TORRE FIJ41,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,16674.00,0.00,0.00,10004.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8236,7703090244,ROLINERA SICRON41/21,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,32354.00,0.00,0.00,19412.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8237,7703090245,ROLINERA DOBLE 41/21,,1611,,50805,1,0,0,0,0000-00-00,0000-00-00,,95422.00,13055.80,5842.78,62024.00,SS8,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8238,7703090247,ROLINERA POLEA 26/47,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,9285.00,0.00,0.00,5571.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8239,7703090254,ROLINERA CAJA; 51/42,,1621,,30505,4,0,0,0,1998-07-07,1998-07-14,,5899.00,1433.57,601.19,3539.00,NV1,,972,11,448,0.42,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0
8240,7703090255,ROLINERA    TW/B5/21,,1111,,10706,4,0,0,0,1998-04-21,1998-01-26,,4858.00,1397.17,595.97,3158.00,SS8,,,11,,0.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8241,7703090256,ROLINERA T FIJ 41/21,,1611,,120705,1,0,0,0,1998-10-31,1998-05-15,,11664.00,2458.09,1100.05,7582.00,NV2,,972,11,448,0.17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8242,7703090266,ROLINERA          47,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,17547.00,0.00,0.00,10528.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8243,7703090268,ROLINERA INT      47,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,21465.00,0.00,0.00,12879.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8244,7703090269,ROLINERA          70,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,18802.00,0.00,0.00,11281.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8245,7703090270,ROLINERA P.EJE 47/96,,1621,,110206,2,0,0,0,1998-04-21,1996-12-07,,19873.00,4763.61,2076.65,11924.00,SS8,,972,11,448,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8246,7703090271,ROLINERA P.EJE 47/96,,1621,,40506,2,0,0,0,1998-04-21,1996-12-07,,20754.00,4976.34,2169.37,12452.00,SS8,,972,11,448,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8247,7703090272,ROLINERA ARBOL 51/21,,1621,,60507,6,0,0,0,1998-07-03,1998-09-30,,15201.00,3494.75,1509.70,9121.00,,,972,11,448,3.42,0,0,0,6,2,4,1,9,2,0,1,0,3,8,10,6,6,2,1,6,3,0,9,0,3
8248,7703090273,ROLINERA CAJA/VEL 51,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,3022.00,0.00,0.00,1813.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8249,7703090274,ROLINERA PIÑON    51,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,49143.00,0.00,0.00,29486.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8250,7703090276,ROLINERA ARBOL LEV96,,1621,,110406,6,0,0,0,1998-07-07,1998-09-10,,12547.00,3135.60,1348.84,7528.00,,,972,11,448,0.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0
8251,7703090285,ROLINERA CAJA AUT:42,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,17999.00,0.00,0.00,10799.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8252,7703090286,CONO MOVIL        96,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,18982.00,0.00,0.00,11389.00,,,972,11,649,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8253,7703090293,BUJE DIRECC 63/43/42,,1121,,80406,43,0,0,0,1998-08-03,1998-10-19,,5431.00,1262.53,519.42,3259.00,,,972,11,637,9.79,0,0,3,2,21,3,15,11,13,19,7,16,10,6,2,10,19,0,13,25,11,8,14,2,5
8254,7703090294,ROLINERA CAJA     41,,1611,,,0,0,0,0,0000-00-00,0000-00-00,,81031.00,0.00,0.00,52670.00,,,993,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8255,7703090297,BALIN EJE         21,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,1399.00,0.00,0.00,909.00,,,841,11,652,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8256,7703090309,ROLINERA          T4,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,33220.00,0.00,0.00,21593.00,,,978,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257,7703090312,ROLINERA CAJA     73,,1621,,60604,4,0,0,0,1998-07-07,1998-10-23,,3992.00,654.44,260.89,2395.00,,,972,11,448,3.75,0,0,2,1,0,5,6,0,2,6,5,5,0,0,0,3,16,1,0,5,4,20,2,7,0
8258,7703090323,RODAMTO 34X51X18  19,,1621,,60906,2,0,0,0,1998-07-07,1998-04-29,,29277.00,7437.98,3147.11,17566.00,,,972,11,448,0.13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8259,7703090339,ROLINERA CAJA     73,,1621,,50503,7,0,0,0,1997-09-29,1998-05-29,,34919.00,7540.05,3374.35,20951.00,,,972,11,448,0.54,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,2
8260,7703090348,TOPE,,1111,,130205,7,0,0,0,1997-02-19,1997-02-19,,2484.00,339.30,151.84,1615.00,NV2,,323,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8261,7703090349,TOPE,,1111,,60406,6,0,0,0,1996-08-30,1996-08-30,,5115.00,752.00,336.54,3325.00,GG8,,323,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8262,7703090352,TOPE,,1111,,120705,2,0,0,0,1996-11-12,1996-11-12,,2298.00,281.30,125.89,1494.00,,,323,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8263,7703090361,ROLINERA CORONA   19,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,26038.00,0.00,0.00,15623.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8264,7703090362,ROLINERA CORONA   19,,1621,,,1,0,0,0,1997-09-29,1997-10-01,,68034.00,0.00,0.00,40820.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8265,7703090367,ROLINERA EJE      21,,1621,,40605,1,0,0,0,1997-09-29,1997-11-07,,10989.00,2532.15,1133.20,6593.00,SS8,,972,11,448,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8266,7703090368,TOPE FRENO,,1111,,130408,6,0,0,0,1996-08-30,1996-08-30,,2298.00,281.30,125.89,1494.00,,,323,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8267,7703090369,TOPE,,1111,,10905,2,0,0,0,1997-01-27,1998-06-02,,5115.00,423.40,189.48,3325.00,,,323,11,,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
8268,7703090372,TOPE,,1111,,120505,2,0,0,0,1997-01-08,1997-01-08,,5685.00,678.60,303.69,3695.00,,,323,11,,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8269,7703090382,ROLINERA DE CAJA  73,,1621,,150805,2,0,0,0,1997-04-10,1997-04-10,,44634.00,6151.62,2753.00,26780.00,,,972,11,649,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8270,7703090388,RODAMIENTO CAJA   T4,,1111,,130808,1,0,0,0,1998-07-07,1998-10-28,,67285.00,18520.89,7836.44,43735.00,,,972,11,448,0.38,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0
8271,7703090391,ROLINERA CAJA     73,,1111,,120805,1,0,0,0,1998-10-31,1998-06-16,,31752.00,6524.30,2919.78,20639.00,NV2,,972,11,,0.08,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8272,7703090400,ROLINERA TORRE FI 21,,1621,,,0,0,0,0,0000-00-00,0000-00-00,,83150.00,0.00,0.00,49890.00,,,972,11,448,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8273,7703090401,ROLINERA 25X69X2  T4,,1121,,20304,11,0,0,0,1998-08-05,1998-10-15,,93205.00,22859.88,28993.58,55923.00,,,972,11,,0.13,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8274,7703090417,ROLINERA CORONA   73,,1621,,150504,1,0,0,0,1998-04-17,1998-04-17,,74844.00,11510.70,5151.31,44906.00,NV2,,972,11,448,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8275,7703090435,ROLINERA CAJA.    42,,1621,,90304,5,0,0,0,1998-08-05,1998-08-05,,20299.00,5024.19,1646.64,12179.00,,,972,11,977,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8276,7703090436,ROLINERA          73,,1111,,150106,1,0,0,0,1998-04-17,1998-06-19,,18252.00,2816.34,1260.38,11864.00,NV2,,972,11,448,0.13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8277,7703097141,TERMINAL CABLE    B5,,1121,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,0,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8278,7703097170,BOMBILLO AMARILLO T4,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,8449.00,0.00,0.00,5492.00,,,635,11,601,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8279,7703097171,BOMBILLO FARO     50,50,1111,,55-0603,132,0,0,0,1996-06-21,1998-01-07,,15967.00,3275.89,1466.04,10379.00,NV2,,635,11,601,0.42,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
8280,7703097174,BOMBILLO AMARILLO TT,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,2594.00,0.00,0.00,1686.00,,,635,11,601,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8281,7703097175,BOMBILLO          TT,,1111,,150607,10,0,0,0,0000-00-00,0000-00-00,,3155.00,592.19,265.02,2051.00,NV2,,635,11,601,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8282,7703097176,BOMBILLO    53/75/73,,1111,,120806,14,0,0,0,1998-10-31,1998-10-21,,7128.00,1630.89,729.86,4633.00,NV2,,635,11,601,0.25,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8283,7703097177,BOMBILLO       47/73,,1111,,150406,10,0,0,0,0000-00-00,0000-00-00,,9435.00,1431.25,640.52,6133.00,NV2,,635,11,601,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
