ID;Nombre;Pr;Vehicle Type;Motor;Engine Index;Engine Type;Gearbox Type
1241;Trafic (from March 1989);1253;TB1G;S8U782;S8U782;S8U;NE7
1242;Trafic (from March 1989);1253;TB1G;S8U782;S8U782;S8U;NE3
1243;Trafic (from March 1989);1253;TB2G;F8Q600;F8Q600;F8Q;OT1
1244;Trafic (from March 1989);1253;TB2G;F8Q600;F8Q600;F8Q;NE7
1245;Trafic (from March 1989);1253;TB2G;F8Q600;F8Q600;F8Q;NE3
1246;Trafic (from March 1989);1253;TB2G;F8Q606;F8Q606;F8Q;NE3
1247;Trafic (from March 1989);1253;TB2G;F8Q606;F8Q606;F8Q;NE7
1248;Safrane;1254;B54F;N7U700;N7U700;N7U;VM1
1249;Safrane;1254;B54F;N7U701;N7U701;N7U;SU0
1250;Safrane;1254;B54G;G8T740;G8T740;G8T;PK1
1251;Safrane;1254;B54L;N7Q710;N7Q710;N7Q;VM1
1252;Safrane;1254;B54L;N7Q711;N7Q711;N7Q;SU0
1253;Safrane;1254;B54M;Z7X755;Z7X755;Z7X;AD8
1254;Safrane;1254;B54N;L7X713;L7X713;L7X;LM0
1255;Clio (phase 1 & 2);1260;557A;F3P755;F3P755;F3P;AD4
1256;Clio (phase 1 & 2);1260;557B;E6J760;E6J760;E6J;JB1
1257;Clio (phase 1 & 2);1260;557D;F3P755;F3P755;F3P;AD4
1258;Clio (phase 1 & 2);1260;557F;E7F700;E7F700;E7F;JB1
1259;Clio (phase 1 & 2);1260;557F;E7F700;E7F700;E7F;JB0
1260;Clio (phase 1 & 2);1260;557G;E7F708;E7F708;E7F;JB1
1261;Clio (phase 1 & 2);1260;557J;E7F750;E7F750;E7F;JB1
1262;Clio (phase 1 & 2);1260;557K;D7F730;D7F730;D7F;JB1
1263;Clio (phase 1 & 2);1260;557L;E7F700;E7F700;E7F;JB1
1264;Clio (phase 1 & 2);1260;557W;2BD701;2BD701;2BD;JB9
1265;Clio (phase 1 & 2);1260;557Y;D7F730;D7F730;D7F;JB1
1266;Clio (phase 1 & 2);1260;B571;C1E700;C1E700;C1E;JB0
1267;Clio (phase 1 & 2);1260;B571;C1E700;C1E700;C1E;JB1
1268;Clio (phase 1 & 2);1260;B571;C1E700;C1E700;C1E;JB4
1269;Clio (phase 1 & 2);1260;B571;C1E700;C1E700;C1E;JB5
1270;Clio (phase 1 & 2);1260;B572;E5F710;E5F710;E5F;JB0
1271;Clio (phase 1 & 2);1260;B572;E5F710;E5F710;E5F;JB1
1272;Clio (phase 1 & 2);1260;B572;E5F710;E5F710;E5F;JB5
1273;Clio (phase 1 & 2);1260;B573;E6J712;E6J712;E6J;JB1
1274;Clio (phase 1 & 2);1260;B573;E6J713;E6J713;E6J;MB1
1275;Clio (phase 1 & 2);1260;B574;F2N770;F2N770;F2N;JB3
1276;Clio (phase 1 & 2);1260;B576;F8Q730;F8Q730;F8Q;JB3
1277;Clio (phase 1 & 2);1260;B577;C3G720;C3G720;C3G;JB1
1278;Clio (phase 1 & 2);1260;B578;F3P755;F3P755;F3P;AD4
1279;Clio (phase 1 & 2);1260;B57A;E7F700;E7F700;E7F;JB1
1280;Clio (phase 1 & 2);1260;B57A;E7F700;E7F700;E7F;JB0
1281;Clio (phase 1 & 2);1260;B57A;E7F704;E7F704;E7F;JB0
1282;Clio (phase 1 & 2);1260;B57A;E7F704;E7F704;E7F;JB1
1283;Clio (phase 1 & 2);1260;B57A;E7F708;E7F708;E7F;JB1
1284;Clio (phase 1 & 2);1260;B57A;E7F708;E7F708;E7F;JB0
1285;Clio (phase 1 & 2);1260;B57B;E7J601;E7J601;E7J;MB1
1286;Clio (phase 1 & 2);1260;B57B;E7J710;E7J710;E7J;JB1
1287;Clio (phase 1 & 2);1260;B57B;E7J711;E7J711;E7J;AD4
1288;Clio (phase 1 & 2);1260;B57B;E7J716;E7J716;E7J;JB1
1289;Clio (phase 1 & 2);1260;B57C;F3P710;F3P710;F3P;JB3
1290;Clio (phase 1 & 2);1260;B57I;F8Q714;F8Q714;F8Q;JB1
1291;Clio (phase 1 & 2);1260;B57I;F8Q714;F8Q714;F8Q;JB3
1292;Clio (phase 1 & 2);1260;B57I;F8Q730;F8Q730;F8Q;JB1
1293;Clio (phase 1 & 2);1260;B57I;F8Q730;F8Q730;F8Q;JB3
1294;Clio (phase 1 & 2);1260;B57L;F8Q732;F8Q732;F8Q;JB1
1295;Clio (phase 1 & 2);1260;B57L;F8Q732;F8Q732;F8Q;JB3
1296;Clio (phase 1 & 2);1260;B57N;E5F716;E5F716;E5F;JB0
1297;Clio (phase 1 & 2);1260;B57N;E5F716;E5F716;E5F;JB1
1298;Clio (phase 1 & 2);1260;B57P;E6J718;E6J718;E6J;JB1
1299;Clio (phase 1 & 2);1260;B57R;E7F706;E7F706;E7F;JB1
1300;Clio (phase 1 & 2);1260;B57S;E7F750;E7F750;E7F;JB1
1301;Clio (phase 1 & 2);1260;B57T;E7J718;E7J718;E7J;JB1
1302;Clio (phase 1 & 2);1260;B57T;E7J719;E7J719;E7J;AD4
1303;Clio (phase 1 & 2);1260;B57U;F3P714;F3P714;F3P;JB3
1304;Clio (phase 1 & 2);1260;B57Y;E7J754;E7J754;E7J;JB1
1305;Clio (phase 1 & 2);1262;357A;F3P755;F3P755;F3P;AD4
1306;Clio (phase 1 & 2);1262;357D;F3P755;F3P755;F3P;AD4
1307;Clio (phase 1 & 2);1262;357E;F3P758;F3P758;F3P;JB3
1308;Clio (phase 1 & 2);1262;357F;E7F700;E7F700;E7F;JB1
1309;Clio (phase 1 & 2);1262;357F;E7F700;E7F700;E7F;JB0
1310;Clio (phase 1 & 2);1262;357G;E7F708;E7F708;E7F;JB1
1311;Clio (phase 1 & 2);1262;357J;E7F750;E7F750;E7F;JB1
1312;Clio (phase 1 & 2);1262;357K;D7F730;D7F730;D7F;JB1
1313;Clio (phase 1 & 2);1262;357L;E7F700;E7F700;E7F;JB1
1314;Clio (phase 1 & 2);1262;357Y;D7F730;D7F730;D7F;JB1
1315;Clio (phase 1 & 2);1262;657H;F8Q678;F8Q678;F8Q;JB1
1316;Clio (phase 1 & 2);1262;C571;C1E700;C1E700;C1E;JB0
1317;Clio (phase 1 & 2);1262;C571;C1E700;C1E700;C1E;JB1
1318;Clio (phase 1 & 2);1262;C571;C1E700;C1E700;C1E;JB4
1319;Clio (phase 1 & 2);1262;C571;C1E700;C1E700;C1E;JB5
1320;Clio (phase 1 & 2);1262;C572;E5F710;E5F710;E5F;JB0
1321;Clio (phase 1 & 2);1262;C572;E5F710;E5F710;E5F;JB1
1322;Clio (phase 1 & 2);1262;C572;E5F710;E5F710;E5F;JB4
1323;Clio (phase 1 & 2);1262;C572;E5F710;E5F710;E5F;JB5
1324;Clio (phase 1 & 2);1262;C573;E6J712;E6J712;E6J;JB1
1325;Clio (phase 1 & 2);1262;C573;E6J713;E6J713;E6J;MB1
1326;Clio (phase 1 & 2);1262;C574;F2N770;F2N770;F2N;JB3
1327;Clio (phase 1 & 2);1262;C575;F7P720;F7P720;F7P;JB3
1328;Clio (phase 1 & 2);1262;C576;F8Q730;F8Q730;F8Q;JB3
1329;Clio (phase 1 & 2);1262;C577;C3G720;C3G720;C3G;JB1
1330;Clio (phase 1 & 2);1262;C578;F3P755;F3P755;F3P;AD4
1331;Clio (phase 1 & 2);1262;C579;F3P712;F3P712;F3P;JB3
1332;Clio (phase 1 & 2);1262;C57A;E7F700;E7F700;E7F;JB0
1333;Clio (phase 1 & 2);1262;C57A;E7F700;E7F700;E7F;JB1
1334;Clio (phase 1 & 2);1262;C57A;E7F704;E7F704;E7F;JB0
1335;Clio (phase 1 & 2);1262;C57A;E7F704;E7F704;E7F;JB1
1336;Clio (phase 1 & 2);1262;C57A;E7F708;E7F708;E7F;JB0
1337;Clio (phase 1 & 2);1262;C57A;E7F708;E7F708;E7F;JB1
1338;Clio (phase 1 & 2);1262;C57B;E7J601;E7J601;E7J;MB1
1339;Clio (phase 1 & 2);1262;C57B;E7J710;E7J710;E7J;JB1
1340;Clio (phase 1 & 2);1262;C57B;E7J711;E7J711;E7J;AD4
1341;Clio (phase 1 & 2);1262;C57B;E7J716;E7J716;E7J;JB1
1342;Clio (phase 1 & 2);1262;C57C;F3P710;F3P710;F3P;JB3
1343;Clio (phase 1 & 2);1262;C57D;F7P722;F7P722;F7P;JB3
1344;Clio (phase 1 & 2);1262;C57H;F3P758;F3P758;F3P;JB3
1345;Clio (phase 1 & 2);1262;C57I;F8Q714;F8Q714;F8Q;JB3
1346;Clio (phase 1 & 2);1262;C57I;F8Q714;F8Q714;F8Q;JB1
1347;Clio (phase 1 & 2);1262;C57I;F8Q730;F8Q730;F8Q;JB1
1348;Clio (phase 1 & 2);1262;C57I;F8Q730;F8Q730;F8Q;JB3
1349;Clio (phase 1 & 2);1262;C57L;F8Q732;F8Q732;F8Q;JB3
1350;Clio (phase 1 & 2);1262;C57L;F8Q732;F8Q732;F8Q;JB1
1351;Clio (phase 1 & 2);1262;C57M;F7R700;F7R700;F7R;JC5
1352;Clio (phase 1 & 2);1262;C57R;E7F706;E7F706;E7F;JB1
1353;Clio (phase 1 & 2);1262;C57R;E7F706;E7F706;E7F;JB0
1354;Clio (phase 1 & 2);1262;C57S;E7F750;E7F750;E7F;JB1
1355;Clio (phase 1 & 2);1262;C57T;E7J718;E7J718;E7J;JB1
1356;Clio (phase 1 & 2);1262;C57T;E7J719;E7J719;E7J;AD4
1357;Clio (phase 1 & 2);1262;C57U;F3P714;F3P714;F3P;JB3
1358;Clio (phase 1 & 2);1262;C57Y;E7J754;E7J754;E7J;JB1
1359;Clio (phase 1 & 2);1262;S571;C1E700;C1E700;C1E;JB0
1360;Clio (phase 1 & 2);1262;S571;C1E700;C1E700;C1E;JB4
1361;Clio (phase 1 & 2);1262;S571;C1E700;C1E700;C1E;JB1
1362;Clio (phase 1 & 2);1262;S571;C1E700;C1E700;C1E;JB5
1363;Clio (phase 1 & 2);1262;S572;E5F710;E5F710;E5F;JB1
1364;Clio (phase 1 & 2);1262;S572;E5F710;E5F710;E5F;JB5
1365;Clio (phase 1 & 2);1262;S576;F8Q730;F8Q730;F8Q;JB3
1366;Clio (phase 1 & 2);1262;S577;C3G720;C3G720;C3G;JB1
1367;Clio (phase 1 & 2);1262;S57A;E7F700;E7F700;E7F;JB1
1368;Clio (phase 1 & 2);1262;S57A;E7F704;E7F704;E7F;JB1
1369;Clio (phase 1 & 2);1262;S57A;E7F708;E7F708;E7F;JB1
1370;Clio (phase 1 & 2);1262;S57I;F8Q714;F8Q714;F8Q;JB1
1371;Clio (phase 1 & 2);1262;S57I;F8Q714;F8Q714;F8Q;JB3
1372;Clio (phase 1 & 2);1262;S57I;F8Q730;F8Q730;F8Q;JB1
1373;Clio (phase 1 & 2);1262;S57I;F8Q730;F8Q730;F8Q;JB3
1374;Clio (phase 1 & 2);1262;S57L;F8Q732;F8Q732;F8Q;JB1
1375;Clio (phase 1 & 2);1262;S57L;F8Q732;F8Q732;F8Q;JB3
1376;Clio (phase 1 & 2);1262;S57R;E7F706;E7F706;E7F;JB1
1377;Mégane;1270;BA00;K4M706;K4M706;K4M;JB3
1378;Mégane;1270;BA01;F9Q738;F9Q738;F9Q;JB3
1379;Mégane;1270;BA04;K4M700;K4M700;K4M;JB3
1380;Mégane;1270;BA04;K4M701;K4M701;K4M;DP0
1381;Mégane;1270;BA04;K4M704;K4M704;K4M;JB3
1382;Mégane;1270;BA05;F9Q732;F9Q732;F9Q;JC5
1383;Mégane;1270;BA05;F9Q733;F9Q733;F9Q;DP0
1384;Mégane;1270;BA07;F3R750;F3R750;F3R;JB3
1385;Mégane;1270;BA07;F3R751;F3R751;F3R;AD4
1386;Mégane;1270;BA07;F3R796;F3R796;F3R;JB3
1387;Mégane;1270;BA07;F3R797;F3R797;F3R;AD4
1388;Mégane;1270;BA08;F9Q730;F9Q730;F9Q;JC5
1389;Mégane;1270;BA09;F8Q784;F8Q784;F8Q;JC5
1390;Mégane;1270;BA0A;F8Q620;F8Q620;F8Q;JB1
1391;Mégane;1270;BA0A;F8Q620;F8Q620;F8Q;JB3
1392;Mégane;1270;BA0A;F8Q624;F8Q624;F8Q;JB3
1393;Mégane;1270;BA0A;F8Q624;F8Q624;F8Q;JB1
1394;Mégane;1270;BA0B;K4M700;K4M700;K4M;JB3
1395;Mégane;1270;BA0B;K4M701;K4M701;K4M;DP0
1396;Mégane;1270;BA0B;K4M708;K4M708;K4M;JB3
1397;Mégane;1270;BA0B;K4M709;K4M709;K4M;DP0
1398;Mégane;1270;BA0B;K4M712;K4M712;K4M;JB3
1399;Mégane;1270;BA0D;K4J714;K4J714;K4J;JB1
1400;Mégane;1270;BA0D;K4J750;K4J750;K4J;JB3
1401;Mégane;1270;BA0D;K4J750;K4J750;K4J;JB1
1402;Mégane;1270;BA0E;E7J764;E7J764;E7J;JB1
1403;Mégane;1270;BA0F;K7M702;K7M702;K7M;JB1
1404;Mégane;1270;BA0F;K7M702;K7M702;K7M;JB3
1405;Mégane;1270;BA0F;K7M703;K7M703;K7M;AD4
1406;Mégane;1270;BA0G;F3R750;F3R750;F3R;JB3
1407;Mégane;1270;BA0G;F3R751;F3R751;F3R;AD4
1408;Mégane;1270;BA0G;F3R791;F3R791;F3R;DP0
1409;Mégane;1270;BA0G;F3R796;F3R796;F3R;JB3
1410;Mégane;1270;BA0G;F3R797;F3R797;F3R;AD4
1411;Mégane;1270;BA0G;F3R798;F3R798;F3R;JB3
1412;Mégane;1270;BA0H;F7R710;F7R710;F7R;JC5
1413;Mégane;1270;BA0H;F7R714;F7R714;F7R;JC5
1414;Mégane;1270;BA0K;F8Q784;F8Q784;F8Q;JC5
1415;Mégane;1270;BA0K;F8Q786;F8Q786;F8Q;JC5
1416;Mégane;1270;BA0L;K7M720;K7M720;K7M;JB1
1417;Mégane;1270;BA0N;F9Q731;F9Q731;F9Q;DP0
1418;Mégane;1270;BA0N;F9Q734;F9Q734;F9Q;JC5
1419;Mégane;1270;BA0N;F9Q736;F9Q736;F9Q;JC5
1420;Mégane;1270;BA0R;F8Q622;F8Q622;F8Q;JB3
1421;Mégane;1270;BA0R;F8Q622;F8Q622;F8Q;JB1
1422;Mégane;1270;BA0S;K7M702;K7M702;K7M;JB3
1423;Mégane;1270;BA0S;K7M702;K7M702;K7M;JB1
1424;Mégane;1270;BA0S;K7M790;K7M790;K7M;JB3
1425;Mégane;1270;BA0S;K7M790;K7M790;K7M;JB1
1426;Mégane;1270;BA0T;E7J624;E7J624;E7J;JB1
1427;Mégane;1270;BA0U;F8Q620;F8Q620;F8Q;JB3
1428;Mégane;1270;BA0U;F8Q620;F8Q620;F8Q;JB1
1429;Mégane;1270;BA0U;F8Q624;F8Q624;F8Q;JB3
1430;Mégane;1270;BA0U;F8Q624;F8Q624;F8Q;JB1
1431;Mégane;1270;BA0V;E7J626;E7J626;E7J;JB3
1432;Mégane;1270;BA0V;E7J626;E7J626;E7J;JB1
1433;Mégane;1270;BA0W;K4J750;K4J750;K4J;JB3
1434;Mégane;1270;BA0W;K4J750;K4J750;K4J;JB1
1435;Mégane;1270;BA0Y;F8Q784;F8Q784;F8Q;JC5
1436;Mégane;1270;BA0Y;F8Q786;F8Q786;F8Q;JC5
1437;Mégane;1270;BA10;K4J714;K4J714;K4J;JB3
1438;Mégane;1270;BA10;K4J750;K4J750;K4J;JB3
1439;Mégane;1270;BA10;K4J750;K4J750;K4J;JB1
1440;Mégane;1270;BA11;K4M700;K4M700;K4M;JB3
1441;Mégane;1270;BA11;K4M701;K4M701;K4M;DP0
1442;Mégane;1270;BA11;K4M708;K4M708;K4M;JB3
1443;Mégane;1270;BA12;F4P720;F4P720;F4P;JB3
1444;Mégane;1270;BA12;F4P722;F4P722;F4P;JB3
1445;Mégane;1270;BA16;K4M706;K4M706;K4M;JB3
1446;Mégane;1270;BA19;K4M706;K4M706;K4M;JB3
1447;Mégane;1270;BA1A;F4P720;F4P720;F4P;JB3
1448;Mégane;1270;BA1A;F4P722;F4P722;F4P;JB3
1449;Mégane;1270;BA1C;K7M704;K7M704;K7M;JB3
1450;Mégane;1270;BA1D;F4R740;F4R740;F4R;JC5
1451;Mégane;1270;BA1D;F4R746;F4R746;F4R;JC5
1452;Mégane;1270;BA1F;F9Q732;F9Q732;F9Q;JC5
1453;Mégane;1270;BA1H;K4J714;K4J714;K4J;JB3
1454;Mégane;1270;BA1J;K4M708;K4M708;K4M;JB3
1455;Mégane;1270;BA1J;K4M709;K4M709;K4M;DP0
1456;Mégane;1270;BA1J;K4M712;K4M712;K4M;JB3
1457;Mégane;1270;BA1K;K4M706;K4M706;K4M;JB3
1458;Mégane;1270;BA1M;F4P722;F4P722;F4P;JB3
1459;Mégane;1270;BA1R;F4P720;F4P720;F4P;JB3
1460;Mégane;1270;BA1U;F9Q744;F9Q744;F9Q;JB3
1461;Mégane;1270;BA1V;K4M706;K4M706;K4M;JB3
1462;Mégane;1270;BA2A;F4R746;F4R746;F4R;JC5
1463;Mégane;1270;SA01;F9Q738;F9Q738;F9Q;JB3
1464;Mégane;1270;SA05;F9Q732;F9Q732;F9Q;JC5
1465;Mégane;1270;SA09;F8Q784;F8Q784;F8Q;JC5
1466;Mégane;1270;SA09;F8Q786;F8Q786;F8Q;JC5
1467;Mégane;1270;SA0A;F8Q620;F8Q620;F8Q;JB1
1468;Mégane;1270;SA0A;F8Q624;F8Q624;F8Q;JB1
1469;Mégane;1270;SA0N;F9Q734;F9Q734;F9Q;JC5
1470;Mégane;1270;SA0N;F9Q736;F9Q736;F9Q;JC5
1471;Mégane;1270;SA0R;F8Q622;F8Q622;F8Q;JB3
1472;Mégane;1270;SA0R;F8Q622;F8Q622;F8Q;JB1
1473;Mégane;1270;SA0U;F8Q620;F8Q620;F8Q;JB1
1474;Mégane;1270;SA0U;F8Q624;F8Q624;F8Q;JB1
1475;Mégane;1270;SA0Y;F8Q784;F8Q784;F8Q;JC5
1476;Mégane;1270;SA0Y;F8Q786;F8Q786;F8Q;JC5
1477;Mégane;1270;SA1U;F9Q744;F9Q744;F9Q;JB3
1478;Scénic I;1272;FA0J;F8Q788;F8Q788;F8Q;JB3
1479;Scénic I;1272;FA0J;F8Q790;F8Q790;F8Q;JB3
1480;Scénic I;1272;FA0N;F9Q734;F9Q734;F9Q;JC5
1481;Scénic I;1272;FA0N;F9Q736;F9Q736;F9Q;JC5
1482;Scénic I;1272;FA0Y;F8Q784;F8Q784;F8Q;JC5
1483;Scénic I;1272;FA0Y;F8Q786;F8Q786;F8Q;JC5
1484;Scénic I;1272;JA00;K4M706;K4M706;K4M;JB3
1485;Scénic I;1272;JA00;K4M707;K4M707;K4M;DP0
1486;Scénic I;1272;JA01;F9Q738;F9Q738;F9Q;JB3
1487;Scénic I;1272;JA04;K4M700;K4M700;K4M;JB3
1488;Scénic I;1272;JA04;K4M701;K4M701;K4M;DP0
1489;Scénic I;1272;JA04;K4M704;K4M704;K4M;JB3
1490;Scénic I;1272;JA05;F9Q732;F9Q732;F9Q;JC5
1491;Scénic I;1272;JA05;F9Q733;F9Q733;F9Q;DP0
1492;Scénic I;1272;JA05;F9Q740;F9Q740;F9Q;SD1
1493;Scénic I;1272;JA05;F9Q740;F9Q740;F9Q;JC7
1494;Scénic I;1272;JA05;F9Q748;F9Q748;F9Q;SD1
1495;Scénic I;1272;JA05;F9Q748;F9Q748;F9Q;JC7
1496;Scénic I;1272;JA05;F9Q796;F9Q796;F9Q;SD1
1497;Scénic I;1272;JA05;F9Q796;F9Q796;F9Q;JC7
1498;Scénic I;1272;JA0B;K4M700;K4M700;K4M;JB3
1499;Scénic I;1272;JA0B;K4M701;K4M701;K4M;DP0
1500;Scénic I;1272;JA0B;K4M708;K4M708;K4M;JB3
1501;Scénic I;1272;JA0B;K4M709;K4M709;K4M;DP0
1502;Scénic I;1272;JA0B;K4M712;K4M712;K4M;JB3
1503;Scénic I;1272;JA0C;F4R744;F4R744;F4R;JC7
1504;Scénic I;1272;JA0C;F4R744;F4R744;F4R;SD1
1505;Scénic I;1272;JA0C;F4R746;F4R746;F4R;JC5
1506;Scénic I;1272;JA0C;F4R747;F4R747;F4R;DP0
1507;Scénic I;1272;JA0D;K4J714;K4J714;K4J;JB3
1508;Scénic I;1272;JA0D;K4J750;K4J750;K4J;JB3
1509;Scénic I;1272;JA0E;E7J764;E7J764;E7J;JB1
1510;Scénic I;1272;JA0F;K7M702;K7M702;K7M;JB3
1511;Scénic I;1272;JA0F;K7M703;K7M703;K7M;AD4
1512;Scénic I;1272;JA0G;F3R750;F3R750;F3R;JC5
1513;Scénic I;1272;JA0G;F3R751;F3R751;F3R;AD4
1514;Scénic I;1272;JA0G;F3R791;F3R791;F3R;DP0
1515;Scénic I;1272;JA0G;F3R796;F3R796;F3R;JC5
1516;Scénic I;1272;JA0G;F3R797;F3R797;F3R;AD4
1517;Scénic I;1272;JA0G;F3R798;F3R798;F3R;JC5
1518;Scénic I;1272;JA0J;F8Q788;F8Q788;F8Q;JB3
1519;Scénic I;1272;JA0J;F8Q790;F8Q790;F8Q;JB3
1520;Scénic I;1272;JA0K;F8Q784;F8Q784;F8Q;JC5
1521;Scénic I;1272;JA0K;F8Q786;F8Q786;F8Q;JC5
1522;Scénic I;1272;JA0L;K7M720;K7M720;K7M;JB3
1523;Scénic I;1272;JA0N;F9Q731;F9Q731;F9Q;DP0
1524;Scénic I;1272;JA0N;F9Q734;F9Q734;F9Q;JC5
1525;Scénic I;1272;JA0N;F9Q736;F9Q736;F9Q;JC5
1526;Scénic I;1272;JA0W;K4J750;K4J750;K4J;JB3
1527;Scénic I;1272;JA0Y;F8Q784;F8Q784;F8Q;JC5
1528;Scénic I;1272;JA0Y;F8Q786;F8Q786;F8Q;JC5
1529;Scénic I;1272;JA10;K4J714;K4J714;K4J;JB3
1530;Scénic I;1272;JA10;K4J750;K4J750;K4J;JB3
1531;Scénic I;1272;JA11;K4M700;K4M700;K4M;JB3
1532;Scénic I;1272;JA11;K4M701;K4M701;K4M;DP0
1533;Scénic I;1272;JA11;K4M708;K4M708;K4M;JB3
1534;Scénic I;1272;JA12;F4P720;F4P720;F4P;JC5
1535;Scénic I;1272;JA12;F4P722;F4P722;F4P;JC5
1536;Scénic I;1272;JA13;F4R744;F4R744;F4R;SD1
1537;Scénic I;1272;JA13;F4R744;F4R744;F4R;JC7
1538;Scénic I;1272;JA13;F4R746;F4R746;F4R;JC5
1539;Scénic I;1272;JA13;F4R747;F4R747;F4R;DP0
1540;Scénic I;1272;JA15;K4M776;K4M776;K4M;JB3
1541;Scénic I;1272;JA16;K4M706;K4M706;K4M;JB3
1542;Scénic I;1272;JA16;K4M707;K4M707;K4M;DP0
1543;Scénic I;1272;JA16;K4M776;K4M776;K4M;JB3
1544;Scénic I;1272;JA17;F4R746;F4R746;F4R;JC5
1545;Scénic I;1272;JA17;F4R747;F4R747;F4R;DP0
1546;Scénic I;1272;JA19;K4M706;K4M706;K4M;JB3
1547;Scénic I;1272;JA1A;F4P720;F4P720;F4P;JC5
1548;Scénic I;1272;JA1A;F4P722;F4P722;F4P;JC5
1549;Scénic I;1272;JA1B;F4R740;F4R740;F4R;JC5
1550;Scénic I;1272;JA1B;F4R741;F4R741;F4R;DP0
1551;Scénic I;1272;JA1D;F4R740;F4R740;F4R;JC5
1552;Scénic I;1272;JA1D;F4R741;F4R741;F4R;DP0
1553;Scénic I;1272;JA1D;F4R746;F4R746;F4R;JC5
1554;Scénic I;1272;JA1D;F4R747;F4R747;F4R;DP0
1555;Scénic I;1272;JA1F;F9Q732;F9Q732;F9Q;JC5
1556;Scénic I;1272;JA1F;F9Q740;F9Q740;F9Q;SD1
1557;Scénic I;1272;JA1F;F9Q740;F9Q740;F9Q;JC7
1558;Scénic I;1272;JA1H;K4J714;K4J714;K4J;JB3
1559;Scénic I;1272;JA1J;K4M708;K4M708;K4M;JB3
1560;Scénic I;1272;JA1J;K4M709;K4M709;K4M;DP0
1561;Scénic I;1272;JA1J;K4M712;K4M712;K4M;JB3
1562;Scénic I;1272;JA1L;F4R740;F4R740;F4R;JC5
1563;Scénic I;1272;JA1L;F4R741;F4R741;F4R;DP0
1564;Scénic I;1272;JA1M;F4P722;F4P722;F4P;JC5
1565;Scénic I;1272;JA1R;F4P720;F4P720;F4P;JC5
1566;Scénic I;1272;JA1S;F4R744;F4R744;F4R;SD1
1567;Scénic I;1272;JA1S;F4R744;F4R744;F4R;JC7
1568;Scénic I;1272;JA1S;F4R746;F4R746;F4R;JC5
1569;Scénic I;1272;JA1S;F4R747;F4R747;F4R;DP0
1570;Scénic I;1272;JA1U;F9Q744;F9Q744;F9Q;JB3
1571;Scénic I;1272;JA1V;K4M706;K4M706;K4M;JB3
1572;Scénic I;1272;JA2A;F4R746;F4R746;F4R;JC5
1573;Scénic I;1272;JA2A;F4R747;F4R747;F4R;DP0
1574;Scénic I;1272;JA2B;K4M776;K4M776;K4M;JB3
1575;Scénic I;1272;JA2C;K4M776;K4M776;K4M;JB3
1576;Mégane Classic-Estate;1274;KA01;F9Q738;F9Q738;F9Q;JB3
1577;Mégane Classic-Estate;1274;KA04;K4M700;K4M700;K4M;JB3
1578;Mégane Classic-Estate;1274;KA04;K4M701;K4M701;K4M;DP0
1579;Mégane Classic-Estate;1274;KA04;K4M704;K4M704;K4M;JB3
1580;Mégane Classic-Estate;1274;KA05;F9Q732;F9Q732;F9Q;JC5
1581;Mégane Classic-Estate;1274;KA05;F9Q733;F9Q733;F9Q;DP0
1582;Mégane Classic-Estate;1274;KA0B;K4M700;K4M700;K4M;JB3
1583;Mégane Classic-Estate;1274;KA0B;K4M701;K4M701;K4M;DP0
1584;Mégane Classic-Estate;1274;KA0B;K4M708;K4M708;K4M;JB3
1585;Mégane Classic-Estate;1274;KA0B;K4M709;K4M709;K4M;DP0
1586;Mégane Classic-Estate;1274;KA0B;K4M712;K4M712;K4M;JB3
1587;Mégane Classic-Estate;1274;KA0D;K4J714;K4J714;K4J;JB3
1588;Mégane Classic-Estate;1274;KA0D;K4J750;K4J750;K4J;JB3
1589;Mégane Classic-Estate;1274;KA0F;K7M702;K7M702;K7M;JB3
1590;Mégane Classic-Estate;1274;KA0J;F8Q790;F8Q790;F8Q;JB3
1591;Mégane Classic-Estate;1274;KA0N;F9Q731;F9Q731;F9Q;DP0
1592;Mégane Classic-Estate;1274;KA0N;F9Q736;F9Q736;F9Q;JC5
1593;Mégane Classic-Estate;1274;KA0R;F8Q622;F8Q622;F8Q;JB3
1594;Mégane Classic-Estate;1274;KA0V;E7J626;E7J626;E7J;JB3
1595;Mégane Classic-Estate;1274;KA0W;K4J750;K4J750;K4J;JB3
1596;Mégane Classic-Estate;1274;KA10;K4J714;K4J714;K4J;JB3
1597;Mégane Classic-Estate;1274;KA10;K4J750;K4J750;K4J;JB3
1598;Mégane Classic-Estate;1274;KA11;K4M700;K4M700;K4M;JB3
1599;Mégane Classic-Estate;1274;KA11;K4M701;K4M701;K4M;DP0
1600;Mégane Classic-Estate;1274;KA11;K4M708;K4M708;K4M;JB3
1601;Mégane Classic-Estate;1274;KA12;F4P720;F4P720;F4P;JB3
1602;Mégane Classic-Estate;1274;KA12;F4P722;F4P722;F4P;JB3
1603;Mégane Classic-Estate;1274;KA1A;F4P720;F4P720;F4P;JB3
1604;Mégane Classic-Estate;1274;KA1A;F4P722;F4P722;F4P;JB3
1605;Mégane Classic-Estate;1274;KA1F;F9Q732;F9Q732;F9Q;JC5
1606;Mégane Classic-Estate;1274;KA1H;K4J714;K4J714;K4J;JB3
1607;Mégane Classic-Estate;1274;KA1J;K4M708;K4M708;K4M;JB3
1608;Mégane Classic-Estate;1274;KA1J;K4M709;K4M709;K4M;DP0
